,t,x_0,x_1,x_2,x_des_0,x_des_1,x_des_2
156,0.78,0.09830738177872554,-0.0008769813817773093,-0.016679136977148228,0.1,3.9848193874611456e-06,0.0
157,0.785,0.09831314439569273,-0.0008697713871145392,-0.01671092207269871,0.1,8.128184320207086e-06,0.0
158,0.79,0.09832126438259357,-0.000863716640650427,-0.016752910100593457,0.1,1.4811697552102502e-05,0.0
159,0.795,0.09833003925651615,-0.0008574949702507968,-0.016798633321454932,0.1,2.485196079903214e-05,0.0
160,0.8,0.09833778954915,-0.0008491411196567168,-0.016833586963740276,0.1,3.914915328031014e-05,0.0
161,0.805,0.09834388466644553,-0.0008381705426556313,-0.01686626938565066,0.1,5.867690900811751e-05,0.0
162,0.81,0.09834841525377037,-0.0008241618937358108,-0.01690115111369381,0.1,8.44725893493679e-05,0.0
163,0.8150000000000001,0.09835037101334992,-0.0008044942324311363,-0.016941061806576646,0.1,0.00011762794496041232,0.0
164,0.8200000000000001,0.09834871686533898,-0.0007764123392355265,-0.016974684444406484,0.1,0.00015928016119499567,0.0
165,0.8250000000000001,0.09834422955779633,-0.0007387609310912851,-0.01700530755069842,0.1,0.00021060328108587527,0.0
166,0.8300000000000001,0.09833828016929484,-0.0006904632891257384,-0.01703278430082757,0.1,0.0002728000000005131,0.0
167,0.835,0.09833044507379571,-0.0006288835467901415,-0.017071544975878903,0.1,0.00034709382607125494,0.0
168,0.84,0.09832019332179187,-0.0005507824847894515,-0.017128801521820215,0.1,0.00043472160050040336,0.0
169,0.845,0.09830890253050398,-0.00045432811966724415,-0.017176667523807053,0.1,0.0005369263718406093,0.0
170,0.85,0.098298263347514,-0.0003384399664679095,-0.01721478796368201,0.1,0.0006549506183509659,0.0
171,0.855,0.09828798862513756,-0.0002006305889976911,-0.0172684779777623,0.1,0.000790029812529251,0.0
172,0.86,0.0982778046923817,-3.714537377979062e-05,-0.017320940047685602,0.1,0.0009433863219207043,0.0
173,0.865,0.09826882218957761,0.00015300180608216932,-0.017362392279625393,0.1,0.0011162236403037618,0.0
174,0.87,0.0982619631421283,0.0003708696110837471,-0.017392710492464488,0.1,0.001309720943353157,0.0
175,0.875,0.0982573865201128,0.0006180453942123554,-0.017410180146225415,0.1,0.0015250279628807955,0.0
176,0.88,0.09825468464918544,0.0008953688355431782,-0.01743334333605982,0.1,0.0017632601737548254,0.0
177,0.885,0.09825254827762712,0.0012038176343427208,-0.017470543526547883,0.1,0.002025494287597306,0.0
178,0.89,0.09824967064575009,0.0015429588588377703,-0.017508143042155578,0.1,0.0023127640473608827,0.0
179,0.895,0.09824665901192364,0.0019166610572186478,-0.017527863075781518,0.1,0.002626056316884897,0.0
180,0.9,0.09824420507371673,0.002325707456607692,-0.017548836450178417,0.1,0.0029663074595313262,0.0
181,0.905,0.09824120855750731,0.0027682614147081486,-0.017593050163620113,0.1,0.003334400000000964,0.0
182,0.91,0.0982366439613438,0.003245282265941484,-0.017653766053833588,0.1,0.003731159563430271,0.0
183,0.915,0.09823144004805674,0.003761123440846334,-0.017693593494133998,0.1,0.004157352085869293,0.0
184,0.92,0.09822692524486315,0.004315805421154634,-0.017719189831396264,0.1,0.004613681290241039,0.0
185,0.925,0.09822258344111795,0.004907208134067534,-0.017767017776325274,0.1,0.0051007864218828025,0.0
186,0.93,0.09821765571095809,0.005536948688020308,-0.01781017201212984,0.1,0.005619240237769721,0.0
187,0.935,0.09821153887800359,0.006205618751896904,-0.017842705650235158,0.1,0.006169547243521111,0.0
188,0.9400000000000001,0.09820402928552772,0.006912301432697097,-0.017888913096129364,0.1,0.006752142172289891,0.0
189,0.9450000000000001,0.09819666474094829,0.007657842404521194,-0.017945416729754138,0.1,0.007367388699635574,0.0
190,0.9500000000000001,0.0981911265753041,0.008443662131161734,-0.018012427981612122,0.1,0.008015578388481171,0.0
191,0.9550000000000001,0.09818699683753819,0.009272437565864074,-0.01805515383602932,0.1,0.008696929858254512,0.0
192,0.96,0.0981827361091717,0.010141002868448705,-0.018075368620588412,0.1,0.009411588172314262,0.0
193,0.965,0.09817742235556538,0.011045158797966451,-0.01809602650478519,0.1,0.010159624437761212,0.0
194,0.97,0.098170781238564,0.011983985670523013,-0.018111965755316838,0.1,0.010941035611735149,0.0
195,0.975,0.09816373174173464,0.012955142912591712,-0.018129785800800647,0.1,0.011755744508297613,0.0
196,0.98,0.09815848695717108,0.013958314119622997,-0.018151568362059462,0.1,0.012603600000001266,0.0
197,0.985,0.09815718021444526,0.014993116980695971,-0.018191410569192906,0.1,0.013484377408245922,0.0
198,0.99,0.09816058401100138,0.01606029024922725,-0.018221490568215103,0.1,0.014397779076521955,0.0
199,0.995,0.09816788738256281,0.01715807960424291,-0.018244631839619753,0.1,0.015343435120641295,0.0
200,1.0,0.09817939252369996,0.018284703978375633,-0.01828282189036559,0.1,0.01632090435005644,0.0
201,1.0050000000000001,0.09819560934367161,0.01944156222530905,-0.01832457451649205,0.1,0.01732967535436803,0.0
202,1.01,0.09821520346149233,0.02062821743133068,-0.018341810112875622,0.1,0.018369167749121354,0.0
203,1.0150000000000001,0.09823655768351904,0.021842537848427938,-0.018336965177358652,0.1,0.019438733574991887,0.0
204,1.02,0.09825982912467177,0.023082854897364034,-0.018336232530505755,0.1,0.020537658844461036,0.0
205,1.025,0.09828522026059577,0.024349418942149006,-0.018337423953169285,0.1,0.021665165230081357,0.0
206,1.03,0.09831096390072135,0.025641012936209028,-0.018344793184946886,0.1,0.022820411888432972,0.0
207,1.035,0.09833532162369826,0.026955899023569,-0.0183553709108192,0.1,0.02400249741387052,0.0
208,1.04,0.09835888861769436,0.0282933963446707,-0.01835911184265983,0.1,0.025210461916161355,0.0
209,1.045,0.09838203220721052,0.029652693431893633,-0.018346506877046982,0.1,0.026443289216116075,0.0
210,1.05,0.0984036635757862,0.03103167277076583,-0.01831821295910404,0.1,0.027699909153310612,0.0
211,1.055,0.09842310561811388,0.03242827350777783,-0.018277295135756367,0.1,0.028979200000001364,0.0
212,1.06,0.09843989907876566,0.033841048797622945,-0.0182330795292946,0.1,0.030279990975332963,0.0
213,1.065,0.09845424783746573,0.03526895152320508,-0.01819649056790992,0.1,0.03160106485393986,0.0
214,1.07,0.09846789999178356,0.03671207874386782,-0.018171839805094216,0.1,0.03294116066304134,0.0
215,1.075,0.09848251988675726,0.03816879560240415,-0.018155111417851276,0.1,0.03429897646213113,0.0
216,1.08,0.09849849520960023,0.03964072376823316,-0.018125611880456742,0.1,0.03567317219936122,0.0
217,1.085,0.09851545449918296,0.04112768292700721,-0.018101566429471114,0.1,0.03706237263872134,0.0
218,1.09,0.09853343596701024,0.0426260989513983,-0.018100362772484953,0.1,0.03846517035211337,0.0
219,1.095,0.098551818563979,0.04413477602814292,-0.0180921701853953,0.1,0.03988012877042209,0.0
220,1.1,0.09856981577287934,0.04565186002870995,-0.01806292500168857,0.1,0.041305785287681286,0.0
221,1.105,0.09858687235433171,0.047174927014201756,-0.018018909435676297,0.1,0.04274065441243846,0.0
222,1.11,0.0986025947472904,0.0487020395716139,-0.01797319537849171,0.1,0.044183230960414197,0.0
223,1.115,0.09861811528283083,0.05023266034789264,-0.017950977326755012,0.1,0.04563199328256133,0.0
